"transcript","sampleA","sampleB","logFC","logCPM","PValue","FDR","HG_rep1","HG_rep2","HG_rep3","LG_rep1","LG_rep2","LG_rep3","Expression"
"TRINITY_DN17216_c1_g1_i1","RAZ_BM","RAZ_SM",-1.28100282294576,3.00614775614129,0.000343574779825351,0.0356760272319025,2.807,3.322,3.229,5.949,9.52,7.534,"Downregulated"
"TRINITY_DN1613_c1_g2_i1","RAZ_BM","RAZ_SM",2.04369020711275,0.52602714204535,0.000347255558368562,0.0359896416442018,8.952,8.676,7.065,1.161,2.155,2.593,"Upregulated"
"TRINITY_DN866_c0_g1_i21","RAZ_BM","RAZ_SM",-1.66144022320231,4.88278488140747,0.000347902921007293,0.0359896416442018,3.254,1.432,6.333,14.062,10.725,10.199,"Downregulated"
"TRINITY_DN25320_c0_g1_i4","RAZ_BM","RAZ_SM",-1.4649272954339,8.67757398546339,0.000349091938224248,0.0360448887959348,61.115,25.217,65.148,168.151,112.912,139.169,"Downregulated"
"TRINITY_DN567_c2_g1_i2","RAZ_BM","RAZ_SM",1.30679442468162,2.50867562942347,0.000350331057437671,0.0361050925374996,8.962,8.523,7.721,2.75,3.379,4.135,"Upregulated"
"TRINITY_DN10965_c0_g1_i8","RAZ_BM","RAZ_SM",-1.60805794038517,4.0624801589443,0.000353770506251125,0.0363914131607933,4.616,1.613,4.906,12.808,6.915,14.303,"Downregulated"
"TRINITY_DN13219_c1_g1_i3","RAZ_BM","RAZ_SM",1.98802574123828,1.85474016308833,0.000355156164858618,0.0364657917478156,3.805,3.398,10.506,1.066,1.019,2.379,"Upregulated"
"TRINITY_DN2113_c1_g1_i10","RAZ_BM","RAZ_SM",-1.98539474802964,6.16869793476685,0.000356513352083433,0.0364880293019697,1.248,6.901,4.723,20.524,22.841,8.565,"Downregulated"
"TRINITY_DN74798_c0_g1_i4","RAZ_BM","RAZ_SM",1.97622311483932,0.889831653705114,0.000356698763754401,0.0364880293019697,12.56,8.418,9.802,4.611,1.361,1.644,"Upregulated"
"TRINITY_DN705_c0_g1_i7","RAZ_BM","RAZ_SM",-1.47177777339872,5.0145170405213,0.000358665243212844,0.0366211187290829,76.888,32.07,58.092,160.424,101.678,199.076,"Downregulated"
"TRINITY_DN2607_c0_g1_i2","RAZ_BM","RAZ_SM",-1.36134305975255,4.08392868559599,0.000363306018494362,0.0370262655959606,13.496,22.172,26.632,49.986,69.532,41.54,"Downregulated"
"TRINITY_DN1951_c2_g3_i1","RAZ_BM","RAZ_SM",-1.61750835670173,4.44255578400615,0.000366996439981801,0.037108586302983,7.018,2.071,4.781,15.913,8.874,18.019,"Downregulated"
"TRINITY_DN4793_c0_g3_i2","RAZ_BM","RAZ_SM",1.60579828897452,1.59210467824527,0.000367664490573624,0.037108586302983,14.806,10.031,8.549,3.461,3.027,4.451,"Upregulated"
"TRINITY_DN99692_c0_g1_i5","RAZ_BM","RAZ_SM",-1.72590119743612,2.22786501119342,0.000368739432599903,0.037108586302983,0.665,0.267,1.022,2.624,1.303,2.603,"Downregulated"
"TRINITY_DN41781_c0_g1_i1","RAZ_BM","RAZ_SM",1.40325844836672,2.48985165254531,0.000368763588677234,0.037108586302983,54.69,46.769,65.774,21.569,13.458,26.952,"Upregulated"
"TRINITY_DN6168_c0_g2_i2","RAZ_BM","RAZ_SM",-1.50524601782879,8.34112848179877,0.000368984312523439,0.037108586302983,95.676,32.805,89.321,237.615,172.797,210.173,"Downregulated"
"TRINITY_DN41666_c0_g1_i5","RAZ_BM","RAZ_SM",-1.61980308963936,9.78024440965573,0.000369061374905849,0.037108586302983,211.471,64.465,227.52,616.081,409.151,526.172,"Downregulated"
"TRINITY_DN4354_c0_g1_i2","RAZ_BM","RAZ_SM",-1.97418480710285,1.95848454220543,0.000369418198664097,0.037108586302983,1.133,0.105,1.282,2.969,3.036,3.982,"Downregulated"
"TRINITY_DN77745_c0_g1_i6","RAZ_BM","RAZ_SM",-1.97611682708436,0.787117269904877,0.000369508036741554,0.037108586302983,1.882,0.573,1.272,4.339,4.27,6.279,"Downregulated"
"TRINITY_DN3854_c0_g1_i11","RAZ_BM","RAZ_SM",-1.53057585301571,2.87549738534161,0.000371656721102891,0.0371752658814394,2.111,0.974,1.774,6.691,2.821,4.676,"Downregulated"
"TRINITY_DN9792_c0_g1_i2","RAZ_BM","RAZ_SM",-1.91606715045332,3.5461764193213,0.000371987226960942,0.0371752658814394,0.426,0.725,2.641,6.116,4.486,3.828,"Downregulated"
"TRINITY_DN739_c0_g1_i12","RAZ_BM","RAZ_SM",-1.24461545466204,9.6329192704053,0.000372645572453863,0.0371752658814394,209.724,203.75,272.417,687.532,466.498,485.908,"Downregulated"
"TRINITY_DN19_c0_g1_i4","RAZ_BM","RAZ_SM",-1.72799224860884,3.6222959285205,0.000373181074544779,0.0371752658814394,4.544,1.985,3.605,20.283,6.102,7.596,"Downregulated"
"TRINITY_DN2307_c0_g1_i5","RAZ_BM","RAZ_SM",-1.53214155242692,3.34035915675651,0.000373549479093578,0.0371752658814394,7.881,2.749,7.162,19.468,11.127,20.908,"Downregulated"
"TRINITY_DN91117_c0_g1_i2","RAZ_BM","RAZ_SM",-3.68085764629772,-0.148982587966578,0.000375935760899927,0.0373452141974126,0,0.277,0.135,1.809,3.565,0.623,"Downregulated"
"TRINITY_DN654_c0_g1_i10","RAZ_BM","RAZ_SM",1.78882458175445,3.53417641497081,0.000379695544855001,0.0376507470550453,28.665,64.121,15.21,9.995,7.679,13.854,"Upregulated"
"TRINITY_DN13320_c0_g1_i1","RAZ_BM","RAZ_SM",-1.53023485874379,3.1296938657739,0.000380795338945059,0.0376918897185295,4.18,1.336,3.335,10.717,6.151,8.851,"Downregulated"
"TRINITY_DN2028_c0_g3_i1","RAZ_BM","RAZ_SM",-1.3155595468699,5.07293441643689,0.000384625286331067,0.0379083978588457,12.269,17.075,14.198,41.392,44.379,23.93,"Downregulated"
"TRINITY_DN4671_c0_g1_i1","RAZ_BM","RAZ_SM",-1.56042467032743,3.20835077177567,0.000384780860308258,0.0379083978588457,5.157,1.479,4.087,11.448,7.561,12.782,"Downregulated"
"TRINITY_DN28456_c0_g1_i5","RAZ_BM","RAZ_SM",-4.41847983119329,-0.0169980528882777,0.000385049140587542,0.0379083978588457,0,0.105,0.096,0.105,1.822,3.257,"Downregulated"
"TRINITY_DN2682_c0_g1_i6","RAZ_BM","RAZ_SM",-1.41550271916739,7.44898452344892,0.000387440864303878,0.0380757509394636,172.325,78.658,209.583,455.354,371.138,402.551,"Downregulated"
"TRINITY_DN33070_c0_g1_i6","RAZ_BM","RAZ_SM",-3.37385458393686,0.159166231528355,0.000390720872227257,0.0383296479182796,0.239,0.01,0.077,1.234,0.343,1.817,"Downregulated"
"TRINITY_DN10464_c0_g1_i5","RAZ_BM","RAZ_SM",-1.53631774344587,1.73203463743614,0.000395824682767074,0.0387612377071231,0.749,0.83,1.648,3.168,3.164,3.155,"Downregulated"
"TRINITY_DN11296_c0_g1_i1","RAZ_BM","RAZ_SM",-1.51319546338424,8.37016387936448,0.000398391234020093,0.038943273842028,252.675,86.484,260.619,653.689,511.632,548.162,"Downregulated"
"TRINITY_DN13763_c0_g1_i3","RAZ_BM","RAZ_SM",-1.68697748184412,4.13143909000511,0.000402054233479109,0.0391232197306253,3.868,1.117,5.176,10.873,7.953,13.946,"Downregulated"
"TRINITY_DN13191_c0_g1_i2","RAZ_BM","RAZ_SM",-1.49628320558766,4.24770071489416,0.000402891204726507,0.0391232197306253,17.863,5.784,14.622,45.083,29.335,33.812,"Downregulated"
"TRINITY_DN157019_c0_g1_i1","RAZ_BM","RAZ_SM",1.39008250404083,2.71883783255458,0.000403012952467258,0.0391232197306253,9.617,7.989,7.605,3.868,1.812,3.992,"Upregulated"
"TRINITY_DN4354_c0_g1_i13","RAZ_BM","RAZ_SM",-1.7418170442546,5.31488074445075,0.000403075654818195,0.0391232197306253,14.723,2.739,8.289,29.504,25.28,31.689,"Downregulated"
"TRINITY_DN21871_c0_g1_i1","RAZ_BM","RAZ_SM",-1.54412455470006,5.84859464564875,0.000405851136972273,0.0393232596340353,64.141,18.994,62.632,147.387,152.375,124.999,"Downregulated"
"TRINITY_DN19747_c0_g1_i1","RAZ_BM","RAZ_SM",-1.34849500040712,2.95164676329399,0.000407016247167961,0.0393668403280168,4.502,2.128,4.366,9.995,7.65,10.566,"Downregulated"
"TRINITY_DN18358_c0_g1_i1","RAZ_BM","RAZ_SM",-1.34611836067229,3.87692202537804,0.000407935774569383,0.0393865568730727,17.478,7.321,12.28,36.907,26.641,31.086,"Downregulated"
"TRINITY_DN8709_c0_g1_i1","RAZ_BM","RAZ_SM",-1.28663548970549,4.31714279884114,0.000409884103024621,0.0395053620417811,26.513,14.031,24.588,57.911,44.233,57.089,"Downregulated"
"TRINITY_DN52322_c0_g2_i1","RAZ_BM","RAZ_SM",-2.15852950513484,0.643752953749279,0.000411527076773694,0.0395327535402721,1.164,0.325,0.202,2.352,2.253,3.134,"Downregulated"
"TRINITY_DN23664_c0_g1_i3","RAZ_BM","RAZ_SM",-2.13161675092415,1.34456229349238,0.000412295491659844,0.0395327535402721,2.828,0.563,0.598,5.416,4.261,7.544,"Downregulated"
"TRINITY_DN21715_c1_g1_i3","RAZ_BM","RAZ_SM",1.42748083067585,2.00209529021394,0.000412452612678565,0.0395327535402721,6.841,5.25,4.308,1.913,2.37,1.787,"Upregulated"
"TRINITY_DN4708_c0_g1_i4","RAZ_BM","RAZ_SM",-1.61705511953384,4.65386164829602,0.000413295505185432,0.0395327535402721,8.079,1.957,6.159,19.677,13.262,16.937,"Downregulated"
"TRINITY_DN11544_c0_g1_i1","RAZ_BM","RAZ_SM",-1.47875178455327,5.96358601400445,0.000414312863830772,0.0395327535402721,53.598,17.61,38.969,99.178,84.253,124.182,"Downregulated"
"TRINITY_DN3502_c0_g2_i1","RAZ_BM","RAZ_SM",1.57973222082163,2.15663739357643,0.000414478300554875,0.0395327535402721,5.625,3.656,5.099,1.631,0.823,2.43,"Upregulated"
"TRINITY_DN12738_c0_g1_i11","RAZ_BM","RAZ_SM",-2.6877902294322,0.318560159590197,0.0004159235986158,0.0395422552380551,0.905,0,0.434,3.032,1.685,4.278,"Downregulated"
"TRINITY_DN17851_c0_g1_i4","RAZ_BM","RAZ_SM",-1.39923254830237,4.72446674735422,0.00041601493227521,0.0395422552380551,5.167,2.587,4.135,14.355,10.333,6.963,"Downregulated"
"TRINITY_DN13458_c1_g1_i1","RAZ_BM","RAZ_SM",-1.26921374520208,4.88890256357024,0.000420796272608972,0.0399277621840727,48.181,26.181,48.55,107.667,89.66,98.966,"Downregulated"
"TRINITY_DN587_c0_g2_i1","RAZ_BM","RAZ_SM",-1.47624910699957,3.77659692996557,0.000422355901247276,0.0400067722362179,4.294,4.209,4.453,11.396,18.962,6.095,"Downregulated"
"TRINITY_DN87776_c0_g1_i1","RAZ_BM","RAZ_SM",-2.69203435195297,0.458504670512683,0.000423139865049524,0.0400121638026383,0.042,0.22,0.164,0.512,1.714,0.633,"Downregulated"
"TRINITY_DN10704_c0_g1_i1","RAZ_BM","RAZ_SM",-1.34208352519487,5.07442863869577,0.000429753950646033,0.0405251809641351,27.49,11.998,20.819,57.608,54.145,41.867,"Downregulated"
"TRINITY_DN5048_c0_g1_i1","RAZ_BM","RAZ_SM",-1.54908265202191,4.73894030534088,0.000430740206060286,0.0405251809641351,9.16,2.739,6.94,24.35,14.251,16.855,"Downregulated"
"TRINITY_DN6901_c0_g1_i5","RAZ_BM","RAZ_SM",-1.61717883977563,2.02553234697596,0.000430774264346023,0.0405251809641351,1.362,0.43,1.388,3.921,3.301,2.624,"Downregulated"
"TRINITY_DN4251_c0_g1_i1","RAZ_BM","RAZ_SM",-1.44570961794509,4.69705923999016,0.000434258617485208,0.0407625268091081,15.44,6.996,20.077,48.721,33.742,33.741,"Downregulated"
"TRINITY_DN20228_c0_g1_i1","RAZ_BM","RAZ_SM",-1.36895657433373,3.67958105923872,0.000434778559380501,0.0407625268091081,29.341,11.244,26.988,65.073,54.292,54.69,"Downregulated"
"TRINITY_DN168219_c0_g1_i1","RAZ_BM","RAZ_SM",1.59881220451595,1.76003837928778,0.000440560338857919,0.0412343498107257,5.698,4.018,3.749,1.861,0.784,1.807,"Upregulated"
"TRINITY_DN1552_c0_g1_i5","RAZ_BM","RAZ_SM",2.05384061355288,4.38807880603959,0.000445323436412942,0.0415405398129246,4.097,27.422,10.699,5.28,2.37,2.736,"Upregulated"
"TRINITY_DN71674_c0_g1_i2","RAZ_BM","RAZ_SM",-1.47843871577902,2.59274905323981,0.000445341397856335,0.0415405398129246,0.364,0.267,0.501,1.119,0.637,1.429,"Downregulated"
"TRINITY_DN5560_c0_g1_i1","RAZ_BM","RAZ_SM",-1.30927186902375,4.0744497762362,0.000446561861253752,0.0415839009682555,21.512,9.831,20.791,45.982,44.487,38.998,"Downregulated"
"TRINITY_DN7963_c0_g1_i8","RAZ_BM","RAZ_SM",-1.18090821394053,4.78944380120621,0.000450818197196829,0.0419093389603553,3.005,3.121,3.682,7.089,6.69,8.708,"Downregulated"
"TRINITY_DN24159_c0_g1_i7","RAZ_BM","RAZ_SM",-4.80528397567042,0.29884527997936,0.000460818057709079,0.0427667133017899,0,0,0.704,8.019,15.906,0,"Downregulated"
"TRINITY_DN25622_c0_g1_i3","RAZ_BM","RAZ_SM",-1.59014401546863,6.90517343182421,0.000464677545876132,0.0430522963968806,66.252,18.087,45.986,158.281,93.901,141.568,"Downregulated"
"TRINITY_DN1228_c0_g1_i1","RAZ_BM","RAZ_SM",-1.38178780639788,5.00563417448909,0.000466369895945116,0.0431364720225942,74.413,29.455,60.935,140.183,119.171,168.132,"Downregulated"
"TRINITY_DN23558_c0_g2_i3","RAZ_BM","RAZ_SM",-2.05297535841555,0.489144354113085,0.000468955677316626,0.043243025614363,0.905,0.916,0.877,4.36,4.848,2.256,"Downregulated"
"TRINITY_DN51087_c0_g1_i4","RAZ_BM","RAZ_SM",-1.63299888376926,2.18664536243319,0.000469093402110962,0.043243025614363,4.7,5.765,3.846,22.405,7.855,14.466,"Downregulated"
"TRINITY_DN6197_c0_g1_i6","RAZ_BM","RAZ_SM",2.7666181215419,0.207993785713492,0.000469979240431214,0.0432522366519923,12.186,14.642,3.846,1.704,0.637,1.909,"Upregulated"
"TRINITY_DN21842_c0_g1_i3","RAZ_BM","RAZ_SM",-3.3124517135568,2.31492115930372,0.000472389559038824,0.0434014807882181,0,0,0.819,3.231,2.194,2.93,"Downregulated"
"TRINITY_DN23356_c1_g1_i1","RAZ_BM","RAZ_SM",-1.80469303626333,0.905769657393635,0.000473501383988303,0.0434311252773538,0.53,0.611,0.655,2.666,2.282,1.47,"Downregulated"
"TRINITY_DN3790_c0_g1_i1","RAZ_BM","RAZ_SM",-1.48618664838912,4.95875820466726,0.000475160654712308,0.0435108011172,16.688,6.624,21.436,50.509,34.134,41.122,"Downregulated"
"TRINITY_DN1186_c0_g1_i8","RAZ_BM","RAZ_SM",-1.59827328015245,5.12725021785426,0.000478501722508317,0.0437439597948883,9.586,3.073,12.848,31.177,22.89,23.348,"Downregulated"
"TRINITY_DN12717_c0_g1_i1","RAZ_BM","RAZ_SM",-1.2464572992817,3.5330805366091,0.00048028568398875,0.0438342327241076,2.911,2.625,3.48,8.082,5.034,8.484,"Downregulated"
"TRINITY_DN130547_c0_g1_i2","RAZ_BM","RAZ_SM",-1.40224206409765,4.34231929263576,0.000487208843116631,0.044350650393409,7.039,4.009,4.068,19.666,11.244,9.494,"Downregulated"
"TRINITY_DN4384_c0_g2_i1","RAZ_BM","RAZ_SM",-1.85769027853618,5.22751219972961,0.000487555756223652,0.044350650393409,20.254,3.465,20.434,71.461,44.663,43.991,"Downregulated"
"TRINITY_DN9904_c0_g1_i3","RAZ_BM","RAZ_SM",-1.41223676166689,3.42237414669641,0.000493426021581878,0.0448105737157377,3.847,1.422,3.653,9.608,6.474,7.841,"Downregulated"
"TRINITY_DN30546_c0_g1_i6","RAZ_BM","RAZ_SM",-2.12891201614996,1.89236661585267,0.000496270519945829,0.0449946487556816,1.258,0.229,3.306,8.584,7.963,4.38,"Downregulated"
"TRINITY_DN2246_c0_g1_i6","RAZ_BM","RAZ_SM",-1.36336573616829,4.15308443053317,0.000501183407121398,0.0452642955533435,10.075,6.099,15.489,32.484,26.142,23.225,"Downregulated"
"TRINITY_DN37572_c0_g1_i2","RAZ_BM","RAZ_SM",-1.65318404377961,1.89569896286351,0.000501676225883036,0.0452642955533435,1.612,0.41,0.733,3.063,2.605,3.124,"Downregulated"
"TRINITY_DN6025_c0_g1_i8","RAZ_BM","RAZ_SM",-1.34878478002365,2.13651165609377,0.000502049238101709,0.0452642955533435,1.164,1.613,1.234,3.053,3.262,4.053,"Downregulated"
"TRINITY_DN15155_c0_g1_i1","RAZ_BM","RAZ_SM",-1.36387477304083,5.90453675498328,0.00050253451653692,0.0452642955533435,56.592,24.024,56.55,140.413,103.245,110.114,"Downregulated"
"TRINITY_DN1729_c0_g1_i2","RAZ_BM","RAZ_SM",-1.39047725592751,5.20652820225525,0.000510709628593062,0.04590545687623,6.363,8.237,5.947,12.316,27.827,14.354,"Downregulated"
"TRINITY_DN193433_c0_g1_i1","RAZ_BM","RAZ_SM",1.74084380915253,1.38149611587324,0.00051132109359903,0.04590545687623,3.192,2.09,1.88,1.035,0.343,0.755,"Upregulated"
"TRINITY_DN274_c2_g1_i4","RAZ_BM","RAZ_SM",-1.39112544173885,3.124796042055,0.000513025430429985,0.0459747995620834,1.903,1.269,2.699,5.729,6.435,3.369,"Downregulated"
"TRINITY_DN10664_c0_g1_i1","RAZ_BM","RAZ_SM",-1.40188688698013,5.78194511131244,0.000513764249930612,0.0459747995620834,88.575,33.139,67.017,175.448,128.074,194.655,"Downregulated"
"TRINITY_DN14969_c0_g1_i1","RAZ_BM","RAZ_SM",-1.35286282994436,5.53748702079908,0.000517614202662197,0.0462441234242068,44.521,18.125,37.369,94.494,71.599,90.013,"Downregulated"
"TRINITY_DN18424_c0_g1_i6","RAZ_BM","RAZ_SM",-1.19681149605975,4.05983853339436,0.000518558856205719,0.0462534328888583,2.204,3.369,2.757,7.12,5.691,6.564,"Downregulated"
"TRINITY_DN30116_c0_g2_i1","RAZ_BM","RAZ_SM",-1.30633689709899,4.00575942786443,0.000522139674436003,0.0464974673833511,26.95,12.551,16.125,51.649,37.944,48.34,"Downregulated"
"TRINITY_DN16180_c0_g1_i7","RAZ_BM","RAZ_SM",-1.49194538718217,2.69123698609351,0.000523407309693773,0.0465308095685583,1.237,0.535,1.571,3.753,2.165,3.583,"Downregulated"
"TRINITY_DN15637_c0_g1_i2","RAZ_BM","RAZ_SM",-1.94445584496811,0.487649302647061,0.000524205072001057,0.0465308095685583,2.215,0.983,1.793,7.162,6.024,5.431,"Downregulated"
"TRINITY_DN41207_c0_g1_i2","RAZ_BM","RAZ_SM",-3.21184111341679,0.236695690537175,0.000532862550729972,0.0472231201559956,0.333,0,0.067,0.732,0.744,2.43,"Downregulated"
"TRINITY_DN1885_c0_g1_i4","RAZ_BM","RAZ_SM",-1.3813148869098,3.28925062460725,0.000539716052659777,0.0477535904213475,8.64,3.446,9.205,19.833,15.662,20.03,"Downregulated"
"TRINITY_DN5528_c0_g1_i2","RAZ_BM","RAZ_SM",-1.44584746789242,4.09440218732164,0.000540605039998204,0.0477554699378188,12.602,5.021,15.884,30.634,24.878,35.905,"Downregulated"
"TRINITY_DN10121_c0_g1_i4","RAZ_BM","RAZ_SM",-1.98254913271886,3.92316771425623,0.000545267607787485,0.0480149601813045,2.277,0.869,7.769,13.424,16.191,13.251,"Downregulated"
"TRINITY_DN63565_c0_g1_i1","RAZ_BM","RAZ_SM",-1.20261397550801,3.35657011100488,0.000545287460720923,0.0480149601813045,5.854,4.744,7.268,16.132,13.801,11.465,"Downregulated"
"TRINITY_DN6168_c0_g1_i1","RAZ_BM","RAZ_SM",-1.49845862342395,7.06693467114757,0.000546584168247194,0.0480522573727094,45.135,14.794,45.253,113.428,79.454,105.296,"Downregulated"
"TRINITY_DN22635_c0_g1_i3","RAZ_BM","RAZ_SM",-1.36855818541665,3.10911352101891,0.000548245114747401,0.0480853442643408,9.295,3.341,8.077,17.763,18.502,17.417,"Downregulated"
"TRINITY_DN54384_c0_g1_i3","RAZ_BM","RAZ_SM",1.8477437853764,1.99120378596266,0.000548708002289603,0.0480853442643408,15.669,3.894,7.422,1.861,2.38,3.236,"Upregulated"
"TRINITY_DN521_c0_g2_i3","RAZ_BM","RAZ_SM",-1.16829691709797,6.52645482821288,0.00055285483004927,0.0483717213305748,11.167,9.697,11.586,27.204,26.925,19.509,"Downregulated"
"TRINITY_DN65521_c0_g1_i1","RAZ_BM","RAZ_SM",-1.6339466941963,5.74450901061078,0.000555717247416902,0.0485343909886614,56.624,17.133,58.314,125.326,90.081,193.318,"Downregulated"
"TRINITY_DN99362_c0_g1_i4","RAZ_BM","RAZ_SM",1.59493062861136,1.49630343591737,0.000557453980360637,0.0485343909886614,7.07,6.653,7.721,3.461,2.429,1.164,"Upregulated"
"TRINITY_DN27106_c0_g2_i1","RAZ_BM","RAZ_SM",-1.46964746650167,6.05771342083231,0.00055800818190916,0.0485343909886614,32.263,9.841,24.839,74.953,55.438,55.802,"Downregulated"
"TRINITY_DN1642_c0_g1_i2","RAZ_BM","RAZ_SM",-1.33687178047528,2.84879421603037,0.0005582416232842,0.0485343909886614,2.568,1.184,2.448,6.587,4.457,4.778,"Downregulated"
"TRINITY_DN55265_c0_g1_i5","RAZ_BM","RAZ_SM",1.43576585889877,1.79103591821397,0.000560774943319664,0.0486777416887293,6.613,4.066,6.747,2.07,2.302,2.083,"Upregulated"
"TRINITY_DN94544_c0_g1_i3","RAZ_BM","RAZ_SM",-1.42975470278435,2.39457191537912,0.000564162787962093,0.0488947005869383,1.58,0.735,1.677,4.768,3.35,2.746,"Downregulated"
"TRINITY_DN24990_c0_g1_i2","RAZ_BM","RAZ_SM",-1.4423092333156,2.83508361419222,0.000565323677314675,0.0489182755618488,7.684,2.606,5.089,16.394,10.608,15.017,"Downregulated"
"TRINITY_DN13248_c0_g1_i1","RAZ_BM","RAZ_SM",-1.43018193415869,3.25204155566985,0.000571647411465291,0.0493478563941428,4.97,1.852,4.116,12.442,6.925,10.301,"Downregulated"
"TRINITY_DN17902_c0_g2_i1","RAZ_BM","RAZ_SM",-1.31455309722997,6.61256769711366,0.000572242980141928,0.0493478563941428,150.886,64.78,128.454,306.776,251.967,296.909,"Downregulated"
"TRINITY_DN16414_c0_g1_i1","RAZ_BM","RAZ_SM",-1.64285970593848,7.9970122134999,0.000572978163241946,0.0493478563941428,186.798,41.586,150.17,451.998,385.673,345.493,"Downregulated"
"TRINITY_DN43949_c0_g1_i1","RAZ_BM","RAZ_SM",2.41238433503001,0.112820350049406,0.000574172376326328,0.049367941412211,14.234,7.159,12.068,2.081,2.341,1.552,"Upregulated"
"TRINITY_DN10840_c0_g2_i3","RAZ_BM","RAZ_SM",-1.87141448269367,2.74686881818253,0.000575005459265677,0.049367941412211,9.285,1.584,5.986,28.239,10.598,22.94,"Downregulated"
"TRINITY_DN5433_c0_g3_i1","RAZ_BM","RAZ_SM",-1.38666846482428,5.56319713148533,0.000576856301789769,0.0494497036023335,48.524,19.595,48.858,123.852,84.831,97.649,"Downregulated"
"TRINITY_DN22321_c0_g2_i2","RAZ_BM","RAZ_SM",-1.38960272603852,3.01548832299084,0.000577997357534019,0.0494704612356566,1.424,1.107,2.737,5.928,4.035,3.961,"Downregulated"
"TRINITY_DN934_c0_g1_i6","RAZ_BM","RAZ_SM",-1.54780425343475,10.0276430693604,0.000580095426107631,0.0494785768930868,312.262,86.37,260.214,729.05,523.101,680.41,"Downregulated"
"TRINITY_DN234_c0_g1_i9","RAZ_BM","RAZ_SM",-1.26260904060648,4.97743077079217,0.0005801236710835,0.0494785768930868,19.36,12.599,23.885,53.98,35.241,45.43,"Downregulated"
"TRINITY_DN35595_c0_g1_i1","RAZ_BM","RAZ_SM",-1.19894799046385,2.84472299276866,0.000581448599842155,0.0494785768930868,11.156,14.002,10.757,25.971,26.328,30.607,"Downregulated"
"TRINITY_DN39447_c0_g1_i1","RAZ_BM","RAZ_SM",2.48450452816221,0.157403701881885,0.000582245538537075,0.0494785768930868,2.89,1.556,1.475,0.544,0.157,0.459,"Upregulated"
"TRINITY_DN6473_c0_g1_i1","RAZ_BM","RAZ_SM",-2.02007730234459,1.81413275496407,0.000583156891940368,0.0494785768930868,2.734,0.372,4.578,15.003,9.158,7.218,"Downregulated"
"TRINITY_DN76978_c0_g1_i2","RAZ_BM","RAZ_SM",-1.99747556548097,0.926620754898466,0.000583486506588897,0.0494785768930868,1.466,0.334,0.858,5.175,2.272,3.277,"Downregulated"
"TRINITY_DN10147_c0_g1_i2","RAZ_BM","RAZ_SM",1.14442756695221,3.35492942904884,0.000585730205825126,0.0495924248421231,8.619,7.063,7.923,3.931,3.164,3.655,"Upregulated"
